,D,day,month,year,wy,tmax_c,tmin_c,precip,wyd
4421,11/7/00,7,11,2000,2001,19.74944445,9.458888889,0,38
4422,11/8/00,8,11,2000,2001,20.275,8.591111111,0,39
4423,11/9/00,9,11,2000,2001,20.275,8.591111111,0,40
4424,11/10/00,10,11,2000,2001,20.275,8.236111111,0,41
4425,11/11/00,11,11,2000,2001,16.93055555,7.802222222,0,42
4426,11/12/00,12,11,2000,2001,17.88611111,5.475,0,43
4427,11/13/00,13,11,2000,2001,17.88611111,5.475,0,44
4428,11/14/00,14,11,2000,2001,19.31944445,5.908888889,0,45
4429,11/15/00,15,11,2000,2001,20.275,6.263888889,0,46
4430,11/16/00,16,11,2000,2001,20.275,6.697777778,0,47
4431,11/17/00,17,11,2000,2001,18.36388889,5.475,0,48
4432,11/18/00,18,11,2000,2001,18.79388889,4.686111111,0,49
4433,11/19/00,19,11,2000,2001,20.275,4.686111111,0,50
4434,11/20/00,20,11,2000,2001,21.23055555,4.686111111,0,51
4435,11/21/00,21,11,2000,2001,21.23055555,5.475,0,52
4436,11/22/00,22,11,2000,2001,21.23055555,6.697777778,0,53
4437,11/23/00,23,11,2000,2001,20.80055555,6.697777778,0,54
4438,11/24/00,24,11,2000,2001,17.88611111,6.697777778,0,55
4439,11/25/00,25,11,2000,2001,19.31944445,7.052777778,0,56
4440,11/26/00,26,11,2000,2001,19.31944445,7.052777778,0,57
4441,11/27/00,27,11,2000,2001,19.31944445,7.447222222,0,58
4442,11/28/00,28,11,2000,2001,18.36388889,7.447222222,0,59
4443,11/29/00,29,11,2000,2001,17.88611111,8.236111111,0,60
4444,11/30/00,30,11,2000,2001,18.79388889,9.458888889,0,61
4445,12/1/00,1,12,2000,2001,18.79388889,9.025,0,62
4446,12/2/00,2,12,2000,2001,17.88611111,7.447222222,0,63
4447,12/3/00,3,12,2000,2001,17.88611111,7.447222222,0,64
4448,12/4/00,4,12,2000,2001,18.36388889,8.236111111,0,65
4449,12/5/00,5,12,2000,2001,23.09388889,8.236111111,0,66
4450,12/6/00,6,12,2000,2001,23.09388889,9.813888889,2.473,67
4451,12/7/00,7,12,2000,2001,20.275,10.60277778,0,68
4452,12/8/00,8,12,2000,2001,20.275,9.813888889,0,69
4453,12/9/00,9,12,2000,2001,17.45611111,9.813888889,0,70
4454,12/10/00,10,12,2000,2001,17.45611111,10.24777778,0,71
4455,12/11/00,11,12,2000,2001,17.45611111,7.802222222,0,72
4456,12/12/00,12,12,2000,2001,18.36388889,7.802222222,0,73
4457,12/13/00,13,12,2000,2001,18.36388889,6.697777778,0,74
4458,12/14/00,14,12,2000,2001,16.50055555,6.697777778,0,75
4459,12/15/00,15,12,2000,2001,22.855,10.24777778,0,76
4460,12/16/00,16,12,2000,2001,24.04944445,7.802222222,0,77
4461,12/17/00,17,12,2000,2001,24.04944445,6.697777778,0,78
4462,12/18/00,18,12,2000,2001,22.66388889,6.697777778,0,79
4463,12/19/00,19,12,2000,2001,22.66388889,6.697777778,0,80
4464,12/20/00,20,12,2000,2001,21.23055555,6.697777778,0,81
4465,12/21/00,21,12,2000,2001,18.36388889,6.697777778,0,82
4466,12/22/00,22,12,2000,2001,16.93055555,5.475,0,83
4467,12/23/00,23,12,2000,2001,16.93055555,5.475,0,84
4468,12/24/00,24,12,2000,2001,17.45611111,7.052777778,0,85
4469,12/25/00,25,12,2000,2001,19.74944445,5.908888889,0,86
4470,12/26/00,26,12,2000,2001,22.18611111,5.041111111,0,87
4471,12/27/00,27,12,2000,2001,22.18611111,5.041111111,0,88
4472,12/28/00,28,12,2000,2001,21.23055555,5.041111111,0,89
4473,12/29/00,29,12,2000,2001,21.23055555,5.041111111,0,90
4474,12/30/00,30,12,2000,2001,21.23055555,5.908888889,0,91
4475,12/31/00,31,12,2000,2001,19.31944445,5.908888889,0,92
4476,1/1/01,1,1,2001,2001,18.36388889,6.263888889,0,92
4477,1/2/01,2,1,2001,2001,24.575,5.041111111,0,93
4478,1/3/01,3,1,2001,2001,25.10055555,5.041111111,0,94
4479,1/4/01,4,1,2001,2001,25.10055555,5.041111111,0,95
4480,1/5/01,5,1,2001,2001,23.61944445,5.041111111,0,96
4481,1/6/01,6,1,2001,2001,21.23055555,5.908888889,0,97
4482,1/7/01,7,1,2001,2001,18.79388889,5.908888889,0,98
4483,1/8/01,8,1,2001,2001,17.45611111,7.802222222,8.698,99
4484,1/9/01,9,1,2001,2001,19.31944445,10.24777778,0,100
4485,1/10/01,10,1,2001,2001,19.31944445,9.025,108.947,101
4486,1/11/01,11,1,2001,2001,15.01944445,9.025,28.781,102
4487,1/12/01,12,1,2001,2001,15.44944445,10.60277778,11.521,103
4488,1/13/01,13,1,2001,2001,15.44944445,8.591111111,0,104
4489,1/14/01,14,1,2001,2001,15.44944445,8.236111111,0,105
4490,1/15/01,15,1,2001,2001,16.50055555,8.236111111,0,106
4491,1/16/01,16,1,2001,2001,16.50055555,7.447222222,0,107
4492,1/17/01,17,1,2001,2001,15.01944445,5.041111111,0,108
4493,1/18/01,18,1,2001,2001,16.50055555,5.041111111,0,109
4494,1/19/01,19,1,2001,2001,16.93055555,5.475,0,110
4495,1/20/01,20,1,2001,2001,19.31944445,6.263888889,0,111
4496,1/21/01,21,1,2001,2001,19.31944445,6.263888889,0,112
4497,1/22/01,22,1,2001,2001,18.36388889,7.052777778,0,113
4498,1/23/01,23,1,2001,2001,16.93055555,7.802222222,0,114
4499,1/24/01,24,1,2001,2001,15.975,8.236111111,25.345,115
4500,1/25/01,25,1,2001,2001,15.44944445,8.236111111,0,116
4501,1/26/01,26,1,2001,2001,15.44944445,8.236111111,17.421,117
4502,1/27/01,27,1,2001,2001,15.975,8.591111111,0,118
4503,1/28/01,28,1,2001,2001,15.975,6.263888889,0,119
4504,1/29/01,29,1,2001,2001,18.36388889,6.263888889,0,120
4505,1/30/01,30,1,2001,2001,18.36388889,6.263888889,0,121
4506,1/31/01,31,1,2001,2001,16.50055555,5.908888889,0.328,122
4507,2/1/01,1,2,2001,2001,17.88611111,5.908888889,0,123
4508,2/2/01,2,2,2001,2001,18.79388889,5.908888889,0,124
4509,2/3/01,3,2,2001,2001,24.04944445,6.697777778,0,125
4510,2/4/01,4,2,2001,2001,26.48611111,9.025,0,126
4511,2/5/01,5,2,2001,2001,26.48611111,10.24777778,0,127
4512,2/6/01,6,2,2001,2001,22.66388889,9.458888889,0,128
4513,2/7/01,7,2,2001,2001,20.80055555,9.458888889,0,129
4514,2/8/01,8,2,2001,2001,15.44944445,5.908888889,0,130
4515,2/9/01,9,2,2001,2001,14.49388889,5.908888889,16.26,131
4516,2/10/01,10,2,2001,2001,14.49388889,7.052777778,10.43,132
4517,2/11/01,11,2,2001,2001,13.58611111,9.025,31.532,133
4518,2/12/01,12,2,2001,2001,14.49388889,9.025,18.015,134
4519,2/13/01,13,2,2001,2001,14.49388889,9.025,27.543,135
4520,2/14/01,14,2,2001,2001,13.58611111,8.591111111,0,136
4521,2/15/01,15,2,2001,2001,14.06388889,7.052777778,0,137
4522,2/16/01,16,2,2001,2001,15.01944445,7.052777778,0,138
4523,2/17/01,17,2,2001,2001,16.50055555,7.447222222,0,139
4524,2/18/01,18,2,2001,2001,16.50055555,9.025,2.624,140
4525,2/19/01,19,2,2001,2001,15.44944445,12.575,12.306,141
4526,2/20/01,20,2,2001,2001,15.975,10.99722222,2.45,142
4527,2/21/01,21,2,2001,2001,16.50055555,9.025,0,143
4528,2/22/01,22,2,2001,2001,18.36388889,9.025,0,144
4529,2/23/01,23,2,2001,2001,18.36388889,9.813888889,1.988,145
4530,2/24/01,24,2,2001,2001,16.50055555,9.025,16.18,146
4531,2/25/01,25,2,2001,2001,14.49388889,9.025,10.426,147
4532,2/26/01,26,2,2001,2001,15.44944445,12.14111111,16.357,148
4533,2/27/01,27,2,2001,2001,16.93055555,11.78611111,1.955,149
4534,2/28/01,28,2,2001,2001,16.93055555,11.78611111,0.689,150
4535,3/1/01,1,3,2001,2001,16.50055555,9.025,0,151
4536,3/2/01,2,3,2001,2001,17.45611111,9.025,0,152
4537,3/3/01,3,3,2001,2001,17.45611111,9.458888889,0.67,153
4538,3/4/01,4,3,2001,2001,15.44944445,9.458888889,117.067,154
4539,3/5/01,5,3,2001,2001,15.01944445,13.36388889,110.285,155
4540,3/6/01,6,3,2001,2001,16.50055555,13.285,18.598,156
4541,3/7/01,7,3,2001,2001,19.74944445,12.14111111,0,157
4542,3/8/01,8,3,2001,2001,17.88611111,10.99722222,0,158
4543,3/9/01,9,3,2001,2001,16.50055555,10.60277778,0.298,159
4544,3/10/01,10,3,2001,2001,18.36388889,10.60277778,0,160
4545,3/11/01,11,3,2001,2001,18.36388889,9.813888889,0,161
4546,3/12/01,12,3,2001,2001,17.88611111,9.813888889,0,162
4547,3/13/01,13,3,2001,2001,22.18611111,9.813888889,0,163
4548,3/14/01,14,3,2001,2001,22.18611111,9.813888889,0,164
4549,3/15/01,15,3,2001,2001,16.50055555,10.24777778,0,165
4550,3/16/01,16,3,2001,2001,22.18611111,12.575,0,166
4551,3/17/01,17,3,2001,2001,22.18611111,10.99722222,0,167
4552,3/18/01,18,3,2001,2001,20.80055555,10.99722222,0,168
4553,3/19/01,19,3,2001,2001,22.18611111,11.35222222,0,169
4554,3/20/01,20,3,2001,2001,22.18611111,11.78611111,0,170
4555,3/21/01,21,3,2001,2001,15.01944445,13.285,0,171
4556,3/22/01,22,3,2001,2001,16.50055555,13.00888889,0,172
4557,3/23/01,23,3,2001,2001,16.50055555,11.35222222,0,173
4558,3/24/01,24,3,2001,2001,18.36388889,11.35222222,0,174
4559,3/25/01,25,3,2001,2001,18.36388889,11.78611111,0,175
4560,3/26/01,26,3,2001,2001,22.66388889,11.78611111,0,176
4561,3/27/01,27,3,2001,2001,22.66388889,10.99722222,0,177
4562,3/28/01,28,3,2001,2001,24.575,10.99722222,0,178
4563,3/29/01,29,3,2001,2001,24.575,11.78611111,0,179
4564,3/30/01,30,3,2001,2001,22.66388889,11.78611111,0,180
4565,3/31/01,31,3,2001,2001,17.45611111,12.575,0.87,181
4566,4/1/01,1,4,2001,2001,16.50055555,13.79777778,0.822,182
4567,4/2/01,2,4,2001,2001,17.45611111,9.813888889,0,183
4568,4/3/01,3,4,2001,2001,17.45611111,9.813888889,0,184
4569,4/4/01,4,4,2001,2001,16.50055555,10.99722222,0,185
4570,4/5/01,5,4,2001,2001,18.79388889,9.458888889,0,186
4571,4/6/01,6,4,2001,2001,18.79388889,9.458888889,8.673,187
4572,4/7/01,7,4,2001,2001,16.50055555,9.813888889,31.51,188
4573,4/8/01,8,4,2001,2001,18.36388889,7.052777778,0,189
4574,4/9/01,9,4,2001,2001,18.36388889,7.052777778,0.736,190
4575,4/10/01,10,4,2001,2001,19.74944445,7.447222222,0,191
4576,4/11/01,11,4,2001,2001,19.74944445,9.813888889,0.253,192
4577,4/12/01,12,4,2001,2001,17.88611111,9.025,0,193
4578,4/13/01,13,4,2001,2001,20.80055555,9.025,0,194
4579,4/14/01,14,4,2001,2001,20.80055555,9.025,0,195
4580,4/15/01,15,4,2001,2001,18.36388889,9.813888889,0,196
4581,4/16/01,16,4,2001,2001,19.74944445,9.813888889,0,197
4582,4/17/01,17,4,2001,2001,21.75611111,10.24777778,0,198
4583,4/18/01,18,4,2001,2001,21.75611111,10.24777778,0,199
4584,4/19/01,19,4,2001,2001,18.79388889,10.99722222,0,200
4585,4/20/01,20,4,2001,2001,18.36388889,10.24777778,13.434,201
4586,4/21/01,21,4,2001,2001,18.79388889,10.24777778,1.155,202
4587,4/22/01,22,4,2001,2001,18.79388889,9.813888889,0,203
4588,4/23/01,23,4,2001,2001,21.23055555,9.813888889,0,204
4589,4/24/01,24,4,2001,2001,26.48611111,10.60277778,0,205
4590,4/25/01,25,4,2001,2001,26.48611111,11.78611111,0,206
4591,4/26/01,26,4,2001,2001,20.275,12.14111111,0,207
4592,4/27/01,27,4,2001,2001,15.975,12.575,0.42,208
4593,4/28/01,28,4,2001,2001,16.50055555,11.78611111,0,209
4594,4/29/01,29,4,2001,2001,18.36388889,11.35222222,0,210
4595,4/30/01,30,4,2001,2001,19.31944445,10.99722222,0,211
4596,5/1/01,1,5,2001,2001,19.31944445,10.99722222,0,212
4597,5/2/01,2,5,2001,2001,17.88611111,13.00888889,0,213
4598,5/3/01,3,5,2001,2001,24.575,11.35222222,0,214
4599,5/4/01,4,5,2001,2001,24.575,10.99722222,0,215
4600,5/5/01,5,5,2001,2001,23.09388889,10.99722222,0,216
4601,5/6/01,6,5,2001,2001,22.18611111,11.35222222,0,217
4602,5/7/01,7,5,2001,2001,22.18611111,11.35222222,0,218
4603,5/8/01,8,5,2001,2001,21.23055555,13.00888889,0,219
4604,5/9/01,9,5,2001,2001,21.23055555,13.36388889,0,220
4605,5/10/01,10,5,2001,2001,18.79388889,14.705,0.333,221
4606,5/11/01,11,5,2001,2001,17.88611111,13.995,0,222
4607,5/12/01,12,5,2001,2001,18.36388889,14.15277778,0.222,223
4608,5/13/01,13,5,2001,2001,18.36388889,14.705,0.273,224
4609,5/14/01,14,5,2001,2001,18.79388889,11.78611111,0,225
4610,5/15/01,15,5,2001,2001,19.31944445,11.78611111,0,226
4611,5/16/01,16,5,2001,2001,19.31944445,14.54722222,0,227
4612,5/17/01,17,5,2001,2001,18.79388889,14.54722222,0.375,228
4613,5/18/01,18,5,2001,2001,19.74944445,14.15277778,0.346,229
4614,5/19/01,19,5,2001,2001,19.74944445,15.33611111,0,230
4615,5/20/01,20,5,2001,2001,19.74944445,13.79777778,0,231
4616,5/21/01,21,5,2001,2001,18.79388889,13.79777778,0.882,232
4617,5/22/01,22,5,2001,2001,18.79388889,15.33611111,0.267,233
4618,5/23/01,23,5,2001,2001,22.66388889,15.33611111,0,234
4619,5/24/01,24,5,2001,2001,22.66388889,15.33611111,0,235
4620,5/25/01,25,5,2001,2001,20.275,16.55888889,0.749,236
4621,5/26/01,26,5,2001,2001,18.79388889,16.55888889,2.088,237
4622,5/27/01,27,5,2001,2001,18.36388889,16.125,1.66,238
4623,5/28/01,28,5,2001,2001,21.75611111,15.33611111,0,239
4624,5/29/01,29,5,2001,2001,21.75611111,12.575,0,240
4625,5/30/01,30,5,2001,2001,22.18611111,12.575,0,241
4626,5/31/01,31,5,2001,2001,22.18611111,13.79777778,0,242
4627,6/1/01,1,6,2001,2001,20.80055555,15.33611111,0.644,243
4628,6/2/01,2,6,2001,2001,20.275,16.125,0.41,244
4629,6/3/01,3,6,2001,2001,21.23055555,11.78611111,1.396,245
4630,6/4/01,4,6,2001,2001,21.23055555,11.78611111,0,246
4631,6/5/01,5,6,2001,2001,20.80055555,12.575,0,247
4632,6/6/01,6,6,2001,2001,21.75611111,12.575,0,248
4633,6/7/01,7,6,2001,2001,21.75611111,13.36388889,0,249
4634,6/8/01,8,6,2001,2001,20.80055555,14.90222222,0.382,250
4635,6/9/01,9,6,2001,2001,20.80055555,16.125,0,251
4636,6/10/01,10,6,2001,2001,22.66388889,13.36388889,0,252
4637,6/11/01,11,6,2001,2001,22.66388889,13.00888889,0,253
4638,6/12/01,12,6,2001,2001,22.18611111,13.00888889,0,254
4639,6/13/01,13,6,2001,2001,22.18611111,13.79777778,0,255
4640,6/14/01,14,6,2001,2001,25.10055555,13.36388889,0,256
4641,6/15/01,15,6,2001,2001,26.05611111,13.36388889,0,257
4642,6/16/01,16,6,2001,2001,24.04944445,14.15277778,0,258
4643,6/17/01,17,6,2001,2001,19.74944445,15.415,0,259
4644,6/18/01,18,6,2001,2001,21.23055555,15.69111111,0,260
4645,6/19/01,19,6,2001,2001,23.09388889,14.90222222,0,261
4646,6/20/01,20,6,2001,2001,23.09388889,15.33611111,0,262
4647,6/21/01,21,6,2001,2001,22.18611111,15.33611111,0,263
4648,6/22/01,22,6,2001,2001,24.04944445,16.55888889,0,264
4649,6/23/01,23,6,2001,2001,24.04944445,16.55888889,0,265
4650,6/24/01,24,6,2001,2001,22.18611111,16.125,0,266
4651,6/25/01,25,6,2001,2001,22.66388889,14.15277778,0,267
4652,6/26/01,26,6,2001,2001,23.09388889,14.15277778,0,268
4653,6/27/01,27,6,2001,2001,26.48611111,14.54722222,0,269
4654,6/28/01,28,6,2001,2001,26.48611111,14.15277778,0,270
4655,6/29/01,29,6,2001,2001,25.10055555,14.15277778,0,271
4656,6/30/01,30,6,2001,2001,22.66388889,14.15277778,0,272
4657,7/1/01,1,7,2001,2001,21.75611111,16.55888889,0,273
4658,7/2/01,2,7,2001,2001,23.61944445,15.69111111,0,274
4659,7/3/01,3,7,2001,2001,24.575,15.69111111,0,275
4660,7/4/01,4,7,2001,2001,25.53055555,16.55888889,0,276
4661,7/5/01,5,7,2001,2001,25.53055555,16.55888889,0,277
4662,7/6/01,6,7,2001,2001,24.04944445,16.55888889,0,278
4663,7/7/01,7,7,2001,2001,22.66388889,16.91388889,0.36,279
4664,7/8/01,8,7,2001,2001,22.66388889,15.69111111,0,280
4665,7/9/01,9,7,2001,2001,22.18611111,15.33611111,0,281
4666,7/10/01,10,7,2001,2001,22.18611111,15.33611111,0,282
4667,7/11/01,11,7,2001,2001,21.23055555,13.00888889,0,283
4668,7/12/01,12,7,2001,2001,24.04944445,12.575,0,284
4669,7/13/01,13,7,2001,2001,24.04944445,12.575,0,285
4670,7/14/01,14,7,2001,2001,23.61944445,13.79777778,0,286
4671,7/15/01,15,7,2001,2001,20.80055555,13.36388889,0,287
4672,7/16/01,16,7,2001,2001,21.75611111,13.36388889,0,288
4673,7/17/01,17,7,2001,2001,22.18611111,13.36388889,0,289
4674,7/18/01,18,7,2001,2001,22.18611111,14.54722222,0,290
4675,7/19/01,19,7,2001,2001,22.18611111,14.54722222,0,291
4676,7/20/01,20,7,2001,2001,21.75611111,13.00888889,0,292
4677,7/21/01,21,7,2001,2001,21.75611111,13.00888889,0,293
4678,7/22/01,22,7,2001,2001,22.18611111,13.79777778,0,294
4679,7/23/01,23,7,2001,2001,21.75611111,13.79777778,0,295
4680,7/24/01,24,7,2001,2001,20.275,14.90222222,0,296
4681,7/25/01,25,7,2001,2001,20.275,15.33611111,0,297
4682,7/26/01,26,7,2001,2001,20.275,15.33611111,0,298
4683,7/27/01,27,7,2001,2001,20.80055555,15.33611111,0,299
4684,7/28/01,28,7,2001,2001,19.74944445,14.705,0,300
4685,7/29/01,29,7,2001,2001,19.31944445,14.705,0,301
4686,7/30/01,30,7,2001,2001,21.23055555,14.90222222,0,302
4687,7/31/01,31,7,2001,2001,21.75611111,15.69111111,0,303
4688,8/1/01,1,8,2001,2001,21.75611111,15.33611111,0.257,304
4689,8/2/01,2,8,2001,2001,21.23055555,14.90222222,0,305
4690,8/3/01,3,8,2001,2001,20.80055555,14.90222222,0.336,306
4691,8/4/01,4,8,2001,2001,21.75611111,15.33611111,0,307
4692,8/5/01,5,8,2001,2001,24.575,13.79777778,0,308
4693,8/6/01,6,8,2001,2001,24.575,13.79777778,0,309
4694,8/7/01,7,8,2001,2001,23.61944445,14.15277778,0,310
4695,8/8/01,8,8,2001,2001,22.66388889,15.33611111,0,311
4696,8/9/01,9,8,2001,2001,20.275,15.33611111,0,312
4697,8/10/01,10,8,2001,2001,21.75611111,15.415,0,313
4698,8/11/01,11,8,2001,2001,24.04944445,14.15277778,0,314
4699,8/12/01,12,8,2001,2001,24.04944445,14.15277778,0,315
4700,8/13/01,13,8,2001,2001,25.10055555,14.54722222,0,316
4701,8/14/01,14,8,2001,2001,25.10055555,13.36388889,0,317
4702,8/15/01,15,8,2001,2001,23.61944445,13.36388889,0,318
4703,8/16/01,16,8,2001,2001,21.23055555,15.33611111,0,319
4704,8/17/01,17,8,2001,2001,21.23055555,14.90222222,0,320
4705,8/18/01,18,8,2001,2001,22.66388889,14.54722222,0,321
4706,8/19/01,19,8,2001,2001,22.66388889,13.36388889,0,322
4707,8/20/01,20,8,2001,2001,21.75611111,13.36388889,0,323
4708,8/21/01,21,8,2001,2001,21.23055555,12.575,0,324
4709,8/22/01,22,8,2001,2001,22.18611111,12.575,0,325
4710,8/23/01,23,8,2001,2001,22.66388889,12.575,0,326
4711,8/24/01,24,8,2001,2001,24.04944445,13.00888889,0,327
4712,8/25/01,25,8,2001,2001,24.575,13.00888889,0,328
4713,8/26/01,26,8,2001,2001,24.575,13.79777778,0,329
4714,8/27/01,27,8,2001,2001,21.75611111,16.55888889,0,330
4715,8/28/01,28,8,2001,2001,21.23055555,16.55888889,0,331
4716,8/29/01,29,8,2001,2001,21.23055555,16.55888889,0,332
4717,8/30/01,30,8,2001,2001,22.66388889,16.55888889,0,333
4718,8/31/01,31,8,2001,2001,22.66388889,14.90222222,0,334
4719,9/1/01,1,9,2001,2001,22.66388889,14.90222222,0,335
4720,9/2/01,2,9,2001,2001,22.66388889,17.34777778,0,336
4721,9/3/01,3,9,2001,2001,22.66388889,17.34777778,0,337
4722,9/4/01,4,9,2001,2001,22.66388889,17.70277778,0,338
4723,9/5/01,5,9,2001,2001,23.61944445,16.55888889,0,339
4724,9/6/01,6,9,2001,2001,23.61944445,13.79777778,0,340
4725,9/7/01,7,9,2001,2001,22.18611111,13.79777778,0,341
4726,9/8/01,8,9,2001,2001,20.275,16.125,0,342
4727,9/9/01,9,9,2001,2001,20.80055555,16.125,0,343
4728,9/10/01,10,9,2001,2001,22.18611111,12.575,0,344
4729,9/11/01,11,9,2001,2001,22.66388889,12.575,0,345
4730,9/12/01,12,9,2001,2001,23.61944445,12.575,0,346
4731,9/13/01,13,9,2001,2001,24.04944445,12.575,0,347
4732,9/14/01,14,9,2001,2001,24.04944445,13.79777778,0,348
4733,9/15/01,15,9,2001,2001,21.23055555,15.415,0,349
4734,9/16/01,16,9,2001,2001,22.18611111,15.69111111,0,350
4735,9/17/01,17,9,2001,2001,21.23055555,14.15277778,0,351
4736,9/18/01,18,9,2001,2001,21.23055555,14.15277778,0,352
4737,9/19/01,19,9,2001,2001,19.74944445,15.33611111,0,353
4738,9/20/01,20,9,2001,2001,19.74944445,15.69111111,0,354
4739,9/21/01,21,9,2001,2001,20.275,15.69111111,0,355
4740,9/22/01,22,9,2001,2001,20.275,16.125,0,356
4741,9/23/01,23,9,2001,2001,20.80055555,15.33611111,0,357
4742,9/24/01,24,9,2001,2001,23.09388889,13.36388889,0,358
4743,9/25/01,25,9,2001,2001,29.83055555,13.36388889,0,359
4744,9/26/01,26,9,2001,2001,29.83055555,13.36388889,0,360
4745,9/27/01,27,9,2001,2001,26.05611111,12.575,0,361
4746,9/28/01,28,9,2001,2001,24.575,14.15277778,0,362
4747,9/29/01,29,9,2001,2001,26.05611111,13.79777778,0,363
4748,9/30/01,30,9,2001,2001,29.40055555,12.575,0,364
4749,10/1/01,1,10,2001,2002,29.40055555,13.79777778,0,1
4750,10/2/01,2,10,2001,2002,24.04944445,14.90222222,0,2
4751,10/3/01,3,10,2001,2002,22.66388889,15.33611111,0,3
4752,10/4/01,4,10,2001,2002,21.75611111,15.33611111,0,4
4753,10/5/01,5,10,2001,2002,20.80055555,16.125,0,5
4754,10/6/01,6,10,2001,2002,20.80055555,13.00888889,0,6
4755,10/7/01,7,10,2001,2002,21.23055555,13.36388889,0,7
4756,10/8/01,8,10,2001,2002,19.74944445,13.00888889,0,8
4757,10/9/01,9,10,2001,2002,19.74944445,13.00888889,0,9
4758,10/10/01,10,10,2001,2002,19.74944445,12.14111111,0,10
4759,10/11/01,11,10,2001,2002,20.80055555,11.78611111,0,11
4760,10/12/01,12,10,2001,2002,22.66388889,12.14111111,0,12
4761,10/13/01,13,10,2001,2002,26.05611111,12.14111111,0,13
4762,10/14/01,14,10,2001,2002,26.05611111,12.14111111,0,14
4763,10/15/01,15,10,2001,2002,21.75611111,14.90222222,0,15
4764,10/16/01,16,10,2001,2002,20.275,14.705,0,16
4765,10/17/01,17,10,2001,2002,20.80055555,13.79777778,0,17
4766,10/18/01,18,10,2001,2002,21.23055555,11.78611111,0,18
4767,10/19/01,19,10,2001,2002,21.23055555,11.78611111,0,19
4768,10/20/01,20,10,2001,2002,18.36388889,15.415,0,20
4769,10/21/01,21,10,2001,2002,18.79388889,15.69111111,0,21
4770,10/22/01,22,10,2001,2002,18.79388889,12.575,0,22
4771,10/23/01,23,10,2001,2002,18.79388889,11.78611111,0,23
4772,10/24/01,24,10,2001,2002,19.31944445,12.575,0,24
4773,10/25/01,25,10,2001,2002,19.31944445,14.54722222,0,25
4774,10/26/01,26,10,2001,2002,18.36388889,13.995,0,26
4775,10/27/01,27,10,2001,2002,20.275,12.14111111,0,27
4776,10/28/01,28,10,2001,2002,20.80055555,11.35222222,0,28
4777,10/29/01,29,10,2001,2002,20.80055555,10.60277778,0,29
4778,10/30/01,30,10,2001,2002,19.31944445,10.60277778,11.452,30
4779,10/31/01,31,10,2001,2002,19.74944445,12.14111111,0.398,31
4780,11/1/01,1,11,2001,2002,19.74944445,11.78611111,0,32
4781,11/2/01,2,11,2001,2002,19.74944445,11.78611111,0,33
4782,11/3/01,3,11,2001,2002,18.79388889,12.575,0,34
4783,11/4/01,4,11,2001,2002,19.31944445,13.79777778,0,35
4784,11/5/01,5,11,2001,2002,18.79388889,14.15277778,0,36
4785,11/6/01,6,11,2001,2002,18.36388889,14.15277778,0,37
4786,11/7/01,7,11,2001,2002,18.36388889,14.15277778,0,38
4787,11/8/01,8,11,2001,2002,23.09388889,9.458888889,0,39
4788,11/9/01,9,11,2001,2002,23.09388889,9.458888889,0,40
4789,11/10/01,10,11,2001,2002,22.18611111,12.14111111,1.832,41
4790,11/11/01,11,11,2001,2002,20.80055555,16.125,17.591,42
4791,11/12/01,12,11,2001,2002,19.74944445,14.54722222,23.418,43
4792,11/13/01,13,11,2001,2002,19.31944445,10.99722222,0,44
4793,11/14/01,14,11,2001,2002,21.75611111,10.99722222,0,45
4794,11/15/01,15,11,2001,2002,21.75611111,10.99722222,0,46
4795,11/16/01,16,11,2001,2002,21.23055555,10.99722222,0,47
4796,11/17/01,17,11,2001,2002,19.74944445,10.99722222,0,48
4797,11/18/01,18,11,2001,2002,19.74944445,10.99722222,0,49
4798,11/19/01,19,11,2001,2002,22.18611111,9.025,0,50
4799,11/20/01,20,11,2001,2002,22.18611111,9.025,0,51
4800,11/21/01,21,11,2001,2002,21.23055555,10.99722222,0,52
4801,11/22/01,22,11,2001,2002,25.10055555,11.35222222,0,53
4802,11/23/01,23,11,2001,2002,25.10055555,10.99722222,0,54
4803,11/24/01,24,11,2001,2002,20.275,10.99722222,28.133,55
4804,11/25/01,25,11,2001,2002,17.88611111,11.78611111,0,56
4805,11/26/01,26,11,2001,2002,19.31944445,8.591111111,0,57
4806,11/27/01,27,11,2001,2002,19.31944445,8.591111111,0,58
4807,11/28/01,28,11,2001,2002,16.93055555,7.052777778,0,59
4808,11/29/01,29,11,2001,2002,16.93055555,7.052777778,0,60
4809,11/30/01,30,11,2001,2002,16.93055555,8.236111111,12.667,61
4810,12/1/01,1,12,2001,2002,15.975,8.236111111,0,62
4811,12/2/01,2,12,2001,2002,15.975,8.591111111,9.816,63
4812,12/3/01,3,12,2001,2002,17.45611111,9.458888889,1.387,64
4813,12/4/01,4,12,2001,2002,18.36388889,9.458888889,0,65
4814,12/5/01,5,12,2001,2002,18.36388889,7.052777778,0,66
4815,12/6/01,6,12,2001,2002,19.31944445,7.052777778,0,67
4816,12/7/01,7,12,2001,2002,22.66388889,9.025,0,68
4817,12/8/01,8,12,2001,2002,22.66388889,7.447222222,0,69
4818,12/9/01,9,12,2001,2002,20.275,7.052777778,0,70
4819,12/10/01,10,12,2001,2002,16.50055555,7.052777778,0,71
4820,12/11/01,11,12,2001,2002,17.88611111,9.025,0,72
4821,12/12/01,12,12,2001,2002,17.88611111,9.025,0,73
4822,12/13/01,13,12,2001,2002,17.88611111,6.697777778,0,74
